Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas926           Pavardė926         6      9      5      7      8      10     9      5      4      4      5      10     2      7      6      3
Vardas927           Pavardė927         5      10     1      1      7      1      10     9      10     10     1      9      4      9      5      10
Vardas928           Pavardė928         8      7      1      4      2      7      3      1      6      8      9      4      5      1      8      5
Vardas929           Pavardė929         3      4      8      10     2      10     3      6      4      8      10     3      1      6      10     3
Vardas930           Pavardė930         2      9      9      10     10     1      1      4      6      6      2      7      1      6      2      6
Vardas931           Pavardė931         7      5      5      6      10     3      5      10     2      7      8      5      1      8      4      10
Vardas932           Pavardė932         7      1      9      8      8      10     5      8      3      7      9      6      9      9      8      9
Vardas933           Pavardė933         7      10     3      6      5      10     1      7      2      5      8      2      1      5      8      2
Vardas934           Pavardė934         9      1      9      7      2      8      1      2      8      10     3      6      9      1      6      10
Vardas935           Pavardė935         8      5      9      1      10     6      3      6      9      4      2      9      10     9      7      1
Vardas936           Pavardė936         6      5      1      2      3      4      2      9      1      9      2      9      9      7      2      7
Vardas937           Pavardė937         9      4      3      10     1      8      8      4      4      1      6      5      7      1      3      1
Vardas938           Pavardė938         10     1      6      9      1      3      1      10     6      4      10     5      10     6      10     4
Vardas939           Pavardė939         9      4      2      5      7      6      7      6      10     7      7      4      1      5      6      7
Vardas940           Pavardė940         7      3      9      3      6      1      6      1      2      7      4      7      2      4      4      9
Vardas941           Pavardė941         3      3      3      2      9      8      2      4      1      8      7      7      10     6      9      8
Vardas942           Pavardė942         7      10     9      5      3      1      2      9      5      7      5      5      10     10     4      2
Vardas943           Pavardė943         10     1      10     10     5      6      10     2      4      8      10     10     9      3      2      10
Vardas944           Pavardė944         7      5      6      4      5      5      4      1      3      9      3      3      10     8      4      1
Vardas945           Pavardė945         2      1      6      5      8      3      1      6      7      8      1      6      2      9      1      1
Vardas946           Pavardė946         5      1      2      1      10     6      5      3      9      6      10     7      7      5      1      3
Vardas947           Pavardė947         3      6      3      7      5      4      7      1      10     4      9      2      6      5      4      5
Vardas948           Pavardė948         8      9      3      4      2      5      8      1      7      6      6      7      4      8      3      10
Vardas949           Pavardė949         8      1      7      8      7      3      5      7      7      8      3      5      9      2      8      2
Vardas950           Pavardė950         5      10     7      3      6      4      10     4      10     8      10     7      3      4      1      6
Vardas951           Pavardė951         10     6      1      6      9      9      10     2      4      5      1      9      5      8      5      7
Vardas952           Pavardė952         10     9      6      7      3      5      8      2      10     10     8      1      7      5      1      10
Vardas953           Pavardė953         4      9      3      6      1      9      10     9      7      10     5      5      4      8      9      7
Vardas954           Pavardė954         9      1      10     4      3      7      1      6      6      8      8      5      8      4      8      9
Vardas955           Pavardė955         8      3      9      8      5      3      5      5      2      2      8      10     7      8      8      3
Vardas956           Pavardė956         10     6      9      7      9      1      4      5      9      3      3      6      6      7      8      4
Vardas957           Pavardė957         9      2      4      3      5      1      5      3      1      7      9      1      7      4      5      3
Vardas958           Pavardė958         2      2      10     8      9      4      6      1      7      3      8      2      6      3      5      8
Vardas959           Pavardė959         3      10     7      8      5      5      9      7      9      8      9      2      1      3      2      3
Vardas960           Pavardė960         8      2      10     1      10     2      5      9      4      3      5      4      3      6      4      9
Vardas961           Pavardė961         3      8      1      2      3      4      10     2      2      4      7      8      8      8      5      5
Vardas962           Pavardė962         7      9      7      3      6      10     8      4      3      6      7      9      7      10     3      4
Vardas963           Pavardė963         4      10     5      6      10     2      8      10     7      3      2      1      2      8      3      2
Vardas964           Pavardė964         10     3      2      4      2      3      9      9      9      9      4      10     10     7      10     1
Vardas965           Pavardė965         6      8      10     8      6      1      6      1      2      6      10     1      6      9      5      8
Vardas966           Pavardė966         7      8      1      5      2      9      2      6      2      4      6      5      1      7      2      5
Vardas967           Pavardė967         5      8      6      9      8      6      10     10     5      6      8      9      2      3      9      2
Vardas968           Pavardė968         9      3      9      3      4      3      2      10     8      8      7      5      4      8      4      1
Vardas969           Pavardė969         1      7      7      2      10     10     8      4      8      10     5      1      5      8      9      3
Vardas970           Pavardė970         5      9      7      9      5      2      4      2      3      4      7      9      10     5      6      6
Vardas971           Pavardė971         5      10     3      10     10     9      10     4      3      3      2      8      7      6      6      5
Vardas972           Pavardė972         4      2      3      10     7      9      9      9      3      6      9      7      6      8      9      8
Vardas973           Pavardė973         6      1      2      1      5      7      2      2      9      2      10     8      2      6      4      9
Vardas974           Pavardė974         3      5      4      8      6      2      8      3      3      6      9      10     7      5      1      4
Vardas975           Pavardė975         4      5      7      5      3      9      5      10     6      5      1      5      10     7      9      6
Vardas976           Pavardė976         5      3      10     6      1      4      5      3      7      10     1      3      10     9      7      1
Vardas977           Pavardė977         3      1      7      5      10     1      9      8      2      10     5      7      7      2      4      6
Vardas978           Pavardė978         4      8      5      1      8      3      5      4      10     4      9      2      3      3      9      1
Vardas979           Pavardė979         2      6      8      5      9      1      1      4      5      7      5      2      9      1      10     6
Vardas980           Pavardė980         5      4      5      1      10     4      7      10     4      7      1      10     9      3      3      8
Vardas981           Pavardė981         6      2      7      9      10     10     10     9      9      7      10     2      1      10     7      8
Vardas982           Pavardė982         6      6      2      5      9      7      5      3      6      10     9      7      7      6      3      8
Vardas983           Pavardė983         1      6      10     2      9      5      9      10     10     3      2      6      5      10     7      7
Vardas984           Pavardė984         2      7      6      5      8      2      4      6      5      3      1      7      9      5      1      9
Vardas985           Pavardė985         5      10     8      6      1      2      10     5      10     5      1      5      9      6      10     6
Vardas986           Pavardė986         1      7      2      6      4      8      5      9      4      9      2      9      4      3      1      1
Vardas987           Pavardė987         8      1      5      5      3      9      9      10     6      8      8      1      2      9      7      9
Vardas988           Pavardė988         4      1      9      10     6      3      7      2      8      5      10     9      5      7      4      9
Vardas989           Pavardė989         8      2      10     2      10     10     1      7      10     5      2      6      9      8      9      5
Vardas990           Pavardė990         3      7      5      1      9      8      6      4      3      5      9      10     1      5      3      1
Vardas991           Pavardė991         1      2      8      1      4      2      3      10     6      7      9      7      7      9      3      7
Vardas992           Pavardė992         9      5      3      10     9      7      5      7      4      3      7      10     10     7      3      7
Vardas993           Pavardė993         5      8      3      3      7      7      8      6      7      5      1      4      9      4      1      10
Vardas994           Pavardė994         7      3      8      5      5      1      6      1      4      10     3      5      7      10     1      6
Vardas995           Pavardė995         9      9      3      3      5      6      9      3      5      4      10     7      10     10     5      3
Vardas996           Pavardė996         10     5      9      5      9      7      5      2      9      1      5      1      9      7      2      5
Vardas997           Pavardė997         9      5      8      2      10     10     3      7      6      1      3      8      10     6      1      10
Vardas998           Pavardė998         1      6      4      10     8      4      1      3      7      7      1      8      8      5      6      3
Vardas999           Pavardė999         7      3      10     8      5      3      4      10     1      7      1      3      7      10     8      6
Vardas1000          Pavardė1000        7      4      3      2      7      6      5      2      7      4      10     7      4      9      1      8
