Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas72686         Pavardė72686       7      6      1      8      5      1      6      2      10     1      5      3      3      3      5      2
Vardas72687         Pavardė72687       8      7      4      4      10     1      5      6      5      1      1      6      2      5      5      1
Vardas72688         Pavardė72688       6      3      1      2      10     8      8      6      9      2      1      5      2      2      8      5
Vardas72689         Pavardė72689       1      10     9      5      4      9      6      3      7      9      10     8      8      9      6      7
Vardas72690         Pavardė72690       4      10     9      2      7      8      2      2      8      8      8      9      5      6      7      4
Vardas72691         Pavardė72691       8      5      4      7      8      5      5      4      6      9      7      4      9      8      4      1
Vardas72692         Pavardė72692       2      5      5      7      6      3      9      5      8      3      3      6      4      2      7      10
Vardas72693         Pavardė72693       3      7      5      8      9      1      3      3      4      5      3      1      10     3      2      9
Vardas72694         Pavardė72694       8      2      1      7      5      6      10     8      6      1      9      7      8      1      8      6
Vardas72695         Pavardė72695       1      2      2      1      8      10     2      2      6      10     7      3      2      1      7      7
Vardas72696         Pavardė72696       8      9      4      10     10     10     8      2      7      5      7      5      6      10     4      8
Vardas72697         Pavardė72697       8      9      9      1      6      7      3      7      1      5      3      10     5      9      5      6
Vardas72698         Pavardė72698       10     5      7      7      1      8      8      8      3      1      4      6      5      4      8      3
Vardas72699         Pavardė72699       3      7      1      10     10     9      9      3      3      1      2      4      4      4      9      8
Vardas72700         Pavardė72700       4      5      7      6      10     4      3      5      10     8      5      4      7      4      2      7
Vardas72701         Pavardė72701       5      9      7      5      2      7      9      1      8      6      7      10     4      4      5      9
Vardas72702         Pavardė72702       4      10     8      7      8      10     10     2      4      9      7      1      1      3      5      9
Vardas72703         Pavardė72703       9      1      10     3      4      7      2      10     3      4      6      6      5      10     10     10
Vardas72704         Pavardė72704       8      5      1      5      4      7      9      10     1      5      10     7      9      8      1      3
Vardas72705         Pavardė72705       7      5      7      5      8      3      2      9      7      1      3      10     7      5      4      7
Vardas72706         Pavardė72706       3      8      3      5      5      6      7      9      6      6      6      8      2      6      8      4
Vardas72707         Pavardė72707       9      2      1      4      1      3      9      1      6      2      4      9      6      4      10     2
Vardas72708         Pavardė72708       2      9      10     3      9      9      3      5      10     5      2      8      5      4      2      10
Vardas72709         Pavardė72709       9      1      3      7      4      2      5      5      2      2      8      7      6      9      9      9
Vardas72710         Pavardė72710       9      9      6      3      4      4      1      1      2      1      8      1      2      2      7      1
Vardas72711         Pavardė72711       2      3      10     10     1      3      10     8      10     6      1      6      9      9      9      6
Vardas72712         Pavardė72712       4      3      10     3      1      7      9      5      8      2      8      8      6      7      2      1
Vardas72713         Pavardė72713       8      5      10     9      3      2      4      10     8      9      2      4      1      7      8      3
Vardas72714         Pavardė72714       4      8      4      9      6      2      3      1      8      6      10     1      8      10     1      8
Vardas72715         Pavardė72715       7      10     3      2      8      2      3      10     4      5      5      7      8      4      7      6
Vardas72716         Pavardė72716       4      6      6      2      3      9      1      6      6      7      9      9      2      1      10     6
Vardas72717         Pavardė72717       10     6      1      2      5      4      4      5      10     5      1      2      6      10     7      6
Vardas72718         Pavardė72718       10     10     3      7      4      5      3      7      8      4      3      5      4      9      5      7
Vardas72719         Pavardė72719       9      1      6      7      5      2      7      4      4      2      6      4      9      6      7      10
Vardas72720         Pavardė72720       3      7      9      10     4      8      6      1      6      10     7      1      9      6      1      2
Vardas72721         Pavardė72721       4      9      10     1      10     4      1      5      3      5      8      5      7      9      4      3
Vardas72722         Pavardė72722       5      5      9      6      4      4      9      10     5      10     6      6      1      4      3      1
Vardas72723         Pavardė72723       7      5      10     6      2      7      8      9      1      6      6      4      9      2      1      7
Vardas72724         Pavardė72724       10     2      1      5      5      7      3      6      5      6      4      9      3      8      5      1
Vardas72725         Pavardė72725       9      2      9      1      5      7      10     8      1      8      4      4      9      6      7      2
Vardas72726         Pavardė72726       10     4      6      9      3      8      8      6      6      4      6      9      2      5      3      9
Vardas72727         Pavardė72727       1      3      8      4      5      6      10     1      1      4      5      9      6      4      5      9
Vardas72728         Pavardė72728       5      1      4      10     8      9      7      9      2      7      9      3      8      9      6      2
Vardas72729         Pavardė72729       9      8      4      10     6      1      8      6      3      7      7      7      7      10     6      6
Vardas72730         Pavardė72730       8      9      7      10     8      9      7      8      3      9      5      3      1      5      9      9
Vardas72731         Pavardė72731       3      2      1      1      2      2      9      1      4      5      6      4      1      1      2      3
Vardas72732         Pavardė72732       1      10     7      5      9      8      9      5      10     6      7      10     7      5      1      6
Vardas72733         Pavardė72733       6      8      2      3      6      3      1      2      2      7      10     4      6      3      3      5
Vardas72734         Pavardė72734       4      1      3      8      9      1      9      9      1      7      1      5      10     5      10     10
Vardas72735         Pavardė72735       6      8      2      10     8      10     10     3      10     5      7      10     8      8      1      6
Vardas72736         Pavardė72736       5      4      8      7      8      2      6      3      10     7      4      3      8      1      6      9
Vardas72737         Pavardė72737       5      10     8      5      4      7      6      5      7      3      10     9      9      7      8      4
Vardas72738         Pavardė72738       7      4      2      8      8      9      7      2      8      1      8      4      1      2      6      8
Vardas72739         Pavardė72739       6      6      2      10     2      3      6      5      7      4      4      10     2      8      1      7
Vardas72740         Pavardė72740       9      9      1      5      3      9      8      8      6      1      8      1      9      10     3      10
Vardas72741         Pavardė72741       1      4      8      4      3      7      10     8      7      8      2      4      4      8      5      9
Vardas72742         Pavardė72742       1      3      10     3      2      1      6      1      7      9      5      7      4      7      1      10
Vardas72743         Pavardė72743       2      2      4      7      6      7      2      4      1      1      9      10     7      6      3      1
Vardas72744         Pavardė72744       10     3      9      10     1      7      6      8      7      10     5      2      9      8      3      2
Vardas72745         Pavardė72745       1      1      10     7      7      2      8      1      1      7      9      6      6      5      3      3
Vardas72746         Pavardė72746       10     7      9      2      7      7      10     9      1      4      9      3      6      1      2      7
Vardas72747         Pavardė72747       10     9      2      2      10     3      2      2      7      10     8      7      1      5      2      10
Vardas72748         Pavardė72748       8      9      7      5      1      8      5      1      6      1      4      5      5      2      10     7
Vardas72749         Pavardė72749       2      8      2      9      6      5      3      4      6      9      4      9      10     3      8      5
Vardas72750         Pavardė72750       9      9      3      2      9      10     3      9      5      6      1      1      1      6      4      5
Vardas72751         Pavardė72751       2      8      1      6      1      5      6      7      4      2      8      8      8      3      1      9
Vardas72752         Pavardė72752       7      2      10     9      8      10     2      9      7      9      5      10     2      10     5      2
Vardas72753         Pavardė72753       2      9      3      2      4      3      4      3      9      9      1      4      6      5      3      10
Vardas72754         Pavardė72754       2      10     5      10     2      9      8      8      1      4      8      9      7      4      6      1
Vardas72755         Pavardė72755       5      4      2      10     4      3      4      5      5      5      9      5      7      8      8      1
Vardas72756         Pavardė72756       4      1      8      5      1      7      5      2      3      8      3      10     4      10     7      6
Vardas72757         Pavardė72757       1      4      8      9      4      3      3      1      2      6      4      6      2      2      10     9
Vardas72758         Pavardė72758       3      3      1      4      1      8      5      8      8      1      3      6      5      5      2      1
Vardas72759         Pavardė72759       1      10     2      6      1      1      3      1      5      9      5      9      10     6      5      5
Vardas72760         Pavardė72760       9      4      2      5      10     7      6      4      3      2      1      10     3      3      6      8
Vardas72761         Pavardė72761       4      3      4      8      4      10     1      8      7      1      10     8      6      10     8      4
Vardas72762         Pavardė72762       1      9      4      6      2      7      5      6      7      8      9      9      10     5      8      8
Vardas72763         Pavardė72763       6      9      5      2      2      9      9      6      1      10     9      5      5      7      1      1
Vardas72764         Pavardė72764       9      9      5      10     10     8      3      4      10     4      6      3      9      3      8      1
Vardas72765         Pavardė72765       6      4      2      8      8      9      3      6      5      9      8      8      10     8      8      1
Vardas72766         Pavardė72766       8      5      7      1      8      3      3      4      9      1      4      1      2      9      10     6
Vardas72767         Pavardė72767       7      7      3      2      2      2      10     8      10     7      1      5      6      1      9      10
Vardas72768         Pavardė72768       4      2      9      7      7      9      9      5      7      3      6      6      1      4      7      8
Vardas72769         Pavardė72769       3      9      4      8      4      5      8      5      6      7      10     3      9      8      5      3
Vardas72770         Pavardė72770       1      10     3      9      7      7      1      6      1      2      2      9      4      4      3      3
Vardas72771         Pavardė72771       2      5      8      2      3      2      2      7      10     3      9      8      4      5      8      2
Vardas72772         Pavardė72772       1      7      9      2      9      2      4      2      2      4      5      1      5      8      4      9
Vardas72773         Pavardė72773       5      1      10     9      7      1      10     1      5      8      10     7      8      5      1      3
Vardas72774         Pavardė72774       4      5      2      4      3      9      5      9      6      10     5      8      4      2      4      5
Vardas72775         Pavardė72775       7      4      2      2      5      8      9      1      10     3      6      2      10     1      7      5
Vardas72776         Pavardė72776       1      3      6      5      5      9      8      5      1      9      9      6      5      7      7      2
Vardas72777         Pavardė72777       6      5      8      5      5      3      10     7      8      10     7      6      1      6      6      5
Vardas72778         Pavardė72778       9      5      3      5      7      6      3      1      6      9      7      8      7      3      5      1
Vardas72779         Pavardė72779       3      1      1      6      1      6      7      1      3      1      5      9      5      5      5      5
Vardas72780         Pavardė72780       5      5      2      4      10     4      3      9      9      6      7      9      2      4      9      6
Vardas72781         Pavardė72781       9      7      5      10     4      9      3      7      4      7      7      7      2      6      7      4
Vardas72782         Pavardė72782       1      4      1      5      6      10     10     5      2      6      4      9      5      3      2      7
Vardas72783         Pavardė72783       2      3      6      9      6      10     6      6      7      9      3      3      3      3      8      5
Vardas72784         Pavardė72784       2      10     9      5      6      10     3      6      10     4      9      6      8      1      9      5
Vardas72785         Pavardė72785       6      2      2      2      8      8      3      5      8      5      3      9      6      5      7      6
Vardas72786         Pavardė72786       6      3      3      1      10     8      10     2      3      3      7      9      1      10     10     7
Vardas72787         Pavardė72787       6      7      1      10     9      5      6      10     5      6      8      9      3      4      10     6
Vardas72788         Pavardė72788       10     2      8      3      5      5      10     2      8      6      10     10     1      10     1      4
Vardas72789         Pavardė72789       7      8      4      4      3      5      6      4      9      8      8      5      5      8      2      10
Vardas72790         Pavardė72790       7      2      10     5      10     1      3      1      2      8      2      8      7      8      4      4
Vardas72791         Pavardė72791       1      1      4      1      9      7      8      3      7      3      4      6      5      1      9      7
Vardas72792         Pavardė72792       6      4      9      2      4      6      2      1      3      9      1      1      5      8      8      3
Vardas72793         Pavardė72793       1      3      4      10     1      3      3      6      8      4      5      1      8      1      3      3
Vardas72794         Pavardė72794       6      10     7      10     9      7      8      2      7      8      7      3      7      1      8      5
Vardas72795         Pavardė72795       8      5      5      9      8      6      3      8      2      5      4      10     10     4      3      4
Vardas72796         Pavardė72796       7      6      3      4      9      5      6      10     8      3      7      1      7      2      8      9
Vardas72797         Pavardė72797       1      7      7      3      2      7      1      2      5      8      3      4      10     1      9      1
Vardas72798         Pavardė72798       5      8      5      3      2      6      5      8      10     8      4      1      2      6      9      8
Vardas72799         Pavardė72799       9      5      9      1      9      2      10     5      9      10     3      5      8      9      3      10
Vardas72800         Pavardė72800       8      3      4      6      2      3      4      6      5      1      4      4      5      7      6      2
Vardas72801         Pavardė72801       7      4      10     6      1      4      1      7      8      2      5      5      3      3      2      1
Vardas72802         Pavardė72802       8      1      7      10     2      1      4      7      10     10     10     10     9      1      8      7
Vardas72803         Pavardė72803       9      3      3      10     3      5      10     1      10     1      8      5      2      5      6      2
Vardas72804         Pavardė72804       5      7      6      3      4      4      2      8      10     8      2      4      2      1      4      3
Vardas72805         Pavardė72805       4      4      9      3      9      2      3      6      8      4      3      5      3      1      6      4
Vardas72806         Pavardė72806       4      6      8      7      5      2      5      8      5      2      7      7      4      4      3      4
Vardas72807         Pavardė72807       2      1      3      3      1      6      8      9      10     3      1      4      1      5      3      5
Vardas72808         Pavardė72808       7      7      7      2      1      2      2      5      3      6      4      2      4      8      9      10
Vardas72809         Pavardė72809       7      5      1      6      3      5      1      4      8      4      8      3      8      4      2      4
Vardas72810         Pavardė72810       1      5      4      8      1      7      7      5      3      7      7      3      4      2      2      2
Vardas72811         Pavardė72811       8      9      2      2      10     5      10     8      5      6      2      4      7      2      10     2
Vardas72812         Pavardė72812       7      7      2      3      6      7      1      4      10     3      8      8      8      2      6      1
Vardas72813         Pavardė72813       9      5      1      7      7      6      3      8      5      1      7      10     4      7      8      10
Vardas72814         Pavardė72814       5      9      7      9      6      5      2      6      7      6      10     6      1      4      10     6
Vardas72815         Pavardė72815       10     7      5      8      1      10     2      2      2      10     4      2      8      2      7      5
Vardas72816         Pavardė72816       4      3      10     4      3      9      4      8      4      7      7      5      8      5      10     4
Vardas72817         Pavardė72817       6      6      9      10     1      7      2      4      6      4      8      10     4      1      6      7
Vardas72818         Pavardė72818       6      10     2      1      7      9      9      10     8      1      9      7      6      2      10     2
Vardas72819         Pavardė72819       9      4      4      8      9      10     7      8      9      1      3      5      3      3      10     3
Vardas72820         Pavardė72820       9      6      7      8      6      10     3      9      2      6      7      7      3      9      7      2
Vardas72821         Pavardė72821       5      4      6      3      5      2      8      2      10     10     10     6      7      10     2      9
Vardas72822         Pavardė72822       9      3      1      3      2      6      9      6      3      5      3      5      3      7      7      3
Vardas72823         Pavardė72823       2      5      7      8      4      2      6      7      1      8      9      3      9      8      8      6
Vardas72824         Pavardė72824       4      5      7      5      4      7      7      10     7      9      9      2      7      4      6      1
Vardas72825         Pavardė72825       1      4      1      3      5      4      10     7      1      10     8      6      3      10     2      4
Vardas72826         Pavardė72826       2      3      2      7      1      10     2      3      9      3      9      7      8      3      9      2
Vardas72827         Pavardė72827       5      3      1      1      4      8      4      2      6      10     4      4      7      10     5      4
Vardas72828         Pavardė72828       3      7      8      4      8      7      4      6      1      5      2      8      2      2      8      1
Vardas72829         Pavardė72829       1      1      3      5      7      10     9      8      6      2      1      8      4      9      3      9
Vardas72830         Pavardė72830       7      3      5      3      1      4      3      7      3      10     6      7      3      10     1      3
Vardas72831         Pavardė72831       7      6      8      10     1      3      5      8      7      10     9      10     9      9      2      7
Vardas72832         Pavardė72832       10     2      6      1      3      2      3      2      4      6      5      1      2      1      9      8
Vardas72833         Pavardė72833       10     1      10     9      8      6      8      8      9      6      7      10     8      5      4      8
Vardas72834         Pavardė72834       10     8      9      5      10     4      9      1      5      9      4      1      7      10     2      4
Vardas72835         Pavardė72835       4      1      6      10     9      8      6      3      5      6      7      10     5      5      7      10
Vardas72836         Pavardė72836       4      9      6      2      4      3      4      5      1      4      9      10     10     2      10     7
Vardas72837         Pavardė72837       9      2      6      8      1      1      6      6      2      4      6      1      6      3      2      4
Vardas72838         Pavardė72838       9      5      2      7      10     9      10     1      7      2      4      10     1      5      6      9
Vardas72839         Pavardė72839       2      7      1      6      6      2      10     8      1      7      4      7      3      3      6      7
Vardas72840         Pavardė72840       6      7      8      6      9      8      3      4      7      9      3      7      1      7      9      10
Vardas72841         Pavardė72841       7      9      8      6      8      4      1      2      8      4      7      4      6      8      8      5
Vardas72842         Pavardė72842       6      3      2      5      9      2      1      2      1      2      1      9      6      3      5      9
Vardas72843         Pavardė72843       8      7      7      9      5      1      1      1      6      9      2      7      5      2      9      4
Vardas72844         Pavardė72844       2      8      6      1      4      3      3      8      4      10     5      9      7      3      4      4
Vardas72845         Pavardė72845       3      6      4      1      5      5      1      3      3      9      10     6      4      9      7      10
Vardas72846         Pavardė72846       3      7      1      9      5      8      8      7      5      4      1      3      6      1      8      9
Vardas72847         Pavardė72847       7      8      2      2      4      8      9      6      6      8      5      6      1      1      2      6
Vardas72848         Pavardė72848       6      8      5      6      5      2      3      2      2      3      10     10     4      8      8      10
Vardas72849         Pavardė72849       5      3      7      3      6      2      1      2      8      2      7      7      4      8      5      6
Vardas72850         Pavardė72850       7      3      1      8      7      5      4      9      9      6      8      4      2      9      6      5
Vardas72851         Pavardė72851       3      8      6      1      5      6      7      10     8      9      3      8      8      7      7      3
Vardas72852         Pavardė72852       8      5      10     10     8      10     1      7      7      5      6      8      4      5      5      2
Vardas72853         Pavardė72853       4      9      3      9      4      10     2      5      5      4      9      4      3      7      4      5
Vardas72854         Pavardė72854       6      1      10     10     9      6      4      8      1      8      7      3      3      2      5      5
Vardas72855         Pavardė72855       6      3      1      7      2      9      8      5      3      8      8      4      3      7      6      10
Vardas72856         Pavardė72856       1      10     4      6      7      1      9      10     6      10     9      9      2      6      10     8
Vardas72857         Pavardė72857       9      2      4      4      8      5      10     4      7      7      3      7      7      3      9      9
Vardas72858         Pavardė72858       3      10     7      2      6      4      1      10     6      2      5      3      5      6      6      5
Vardas72859         Pavardė72859       6      1      4      3      5      6      2      4      1      9      7      6      10     5      6      10
Vardas72860         Pavardė72860       1      6      3      2      3      2      5      4      3      9      5      6      2      5      7      4
Vardas72861         Pavardė72861       5      1      7      9      2      10     10     9      3      8      9      7      7      10     6      3
Vardas72862         Pavardė72862       2      9      7      2      6      6      3      9      5      8      7      6      6      9      6      1
Vardas72863         Pavardė72863       2      9      6      9      9      4      4      7      7      8      1      5      8      1      10     6
Vardas72864         Pavardė72864       9      9      1      1      10     1      5      9      6      1      10     8      5      4      3      5
Vardas72865         Pavardė72865       8      5      8      2      1      1      3      9      8      10     7      2      6      9      1      6
Vardas72866         Pavardė72866       8      6      1      1      6      10     1      7      4      6      8      2      5      9      1      10
Vardas72867         Pavardė72867       9      5      3      9      4      10     8      4      10     4      7      3      8      8      2      2
Vardas72868         Pavardė72868       7      8      7      7      8      10     1      4      8      8      6      6      7      9      3      6
Vardas72869         Pavardė72869       8      2      2      5      3      8      10     7      9      10     3      3      6      5      2      2
Vardas72870         Pavardė72870       7      7      7      3      7      10     4      6      7      6      6      2      8      6      3      4
Vardas72871         Pavardė72871       5      9      3      4      2      9      2      4      2      1      3      5      2      7      4      10
Vardas72872         Pavardė72872       3      8      8      3      5      3      3      10     9      10     3      7      1      4      7      2
Vardas72873         Pavardė72873       5      8      4      5      6      9      7      6      8      4      7      9      2      7      1      10
Vardas72874         Pavardė72874       1      8      7      5      10     2      7      8      4      3      4      2      9      8      1      1
Vardas72875         Pavardė72875       8      3      6      2      9      1      5      8      2      9      3      1      2      6      7      6
Vardas72876         Pavardė72876       5      3      5      1      6      10     2      4      4      1      10     2      2      7      2      4
Vardas72877         Pavardė72877       8      7      4      9      4      2      2      6      3      5      7      2      4      2      8      5
Vardas72878         Pavardė72878       9      1      2      8      1      5      2      5      4      10     4      8      10     6      2      6
Vardas72879         Pavardė72879       8      4      5      9      4      3      4      3      9      5      8      9      3      5      7      6
Vardas72880         Pavardė72880       5      2      6      9      5      1      2      10     5      7      1      9      7      6      8      2
Vardas72881         Pavardė72881       5      8      2      7      8      1      7      8      5      8      7      8      1      7      3      3
Vardas72882         Pavardė72882       9      4      3      1      9      4      9      2      6      6      5      1      1      8      4      7
Vardas72883         Pavardė72883       3      1      10     4      6      5      3      2      6      3      10     5      2      3      7      3
Vardas72884         Pavardė72884       1      4      3      6      1      7      5      6      9      10     3      5      8      1      5      5
Vardas72885         Pavardė72885       6      6      10     2      1      2      1      2      7      8      3      7      5      2      2      6
Vardas72886         Pavardė72886       4      10     5      6      8      4      1      3      1      4      2      6      6      8      3      2
Vardas72887         Pavardė72887       3      2      7      10     1      10     10     6      3      5      4      9      3      6      8      5
Vardas72888         Pavardė72888       7      7      4      2      5      7      5      9      7      9      9      6      4      10     2      5
Vardas72889         Pavardė72889       8      1      2      4      8      7      10     7      5      2      3      9      6      2      6      10
Vardas72890         Pavardė72890       10     2      9      4      8      2      3      8      1      9      5      6      3      2      4      10
Vardas72891         Pavardė72891       4      8      8      2      7      10     3      7      7      9      3      5      3      9      6      9
Vardas72892         Pavardė72892       2      4      10     1      1      3      4      5      6      7      3      3      10     10     10     7
Vardas72893         Pavardė72893       8      8      2      4      1      3      10     7      4      2      6      6      8      2      8      10
Vardas72894         Pavardė72894       8      6      2      8      2      9      2      3      2      2      8      9      10     7      4      6
Vardas72895         Pavardė72895       6      9      2      9      3      4      5      5      5      7      4      5      8      10     4      9
Vardas72896         Pavardė72896       6      8      6      5      9      9      5      1      8      4      7      2      1      8      1      9
Vardas72897         Pavardė72897       4      7      3      7      7      9      2      5      6      9      5      3      8      10     7      7
Vardas72898         Pavardė72898       5      6      9      3      6      9      9      10     5      4      6      6      4      4      3      10
Vardas72899         Pavardė72899       3      6      1      2      8      4      8      8      5      6      10     7      1      2      6      3
Vardas72900         Pavardė72900       6      3      2      8      7      7      5      6      10     7      4      8      1      3      2      7
Vardas72901         Pavardė72901       5      7      1      9      3      3      3      2      1      7      2      6      8      2      4      8
Vardas72902         Pavardė72902       3      10     4      1      1      1      10     4      3      10     1      5      2      3      7      2
Vardas72903         Pavardė72903       6      5      9      2      10     6      7      8      1      10     10     7      8      8      5      3
Vardas72904         Pavardė72904       5      1      3      5      4      5      1      5      8      3      8      3      2      3      2      7
Vardas72905         Pavardė72905       10     7      9      1      1      1      3      3      2      5      9      3      9      1      4      1
Vardas72906         Pavardė72906       8      1      10     6      8      1      4      10     6      7      5      4      7      3      6      6
Vardas72907         Pavardė72907       7      9      7      5      7      4      3      4      4      3      4      3      6      10     4      8
Vardas72908         Pavardė72908       6      2      10     8      3      1      7      5      9      3      7      2      3      6      7      4
Vardas72909         Pavardė72909       9      7      3      10     3      9      7      5      3      2      8      3      4      4      3      9
Vardas72910         Pavardė72910       10     5      9      2      2      1      7      3      1      10     3      10     9      10     3      2
Vardas72911         Pavardė72911       4      3      10     1      4      2      3      2      4      1      7      7      4      6      3      5
Vardas72912         Pavardė72912       7      10     10     7      8      2      7      5      4      3      5      6      7      1      1      1
Vardas72913         Pavardė72913       10     7      6      8      8      4      10     7      10     7      9      3      2      4      9      4
Vardas72914         Pavardė72914       3      9      5      7      10     3      8      6      2      7      4      4      2      3      10     2
Vardas72915         Pavardė72915       8      4      4      5      1      9      7      10     1      2      1      4      5      7      10     1
Vardas72916         Pavardė72916       4      5      10     4      2      7      10     4      5      3      1      7      4      1      3      7
Vardas72917         Pavardė72917       10     2      10     7      10     3      7      8      9      2      7      9      2      5      8      2
Vardas72918         Pavardė72918       4      2      10     9      9      1      4      8      3      9      2      7      1      6      7      3
Vardas72919         Pavardė72919       8      8      8      6      3      3      4      2      6      1      2      1      8      2      1      1
Vardas72920         Pavardė72920       3      7      8      3      6      6      9      9      1      2      8      9      10     2      2      6
Vardas72921         Pavardė72921       7      8      4      8      9      2      9      8      2      4      9      8      8      1      9      3
Vardas72922         Pavardė72922       8      3      1      1      10     8      10     6      8      2      1      6      2      10     3      9
Vardas72923         Pavardė72923       9      5      4      9      10     9      8      10     8      9      10     2      6      1      9      3
Vardas72924         Pavardė72924       4      4      5      1      5      8      4      7      7      1      8      10     6      2      4      6
Vardas72925         Pavardė72925       7      8      8      6      8      4      9      7      6      9      1      7      4      8      1      9
Vardas72926         Pavardė72926       1      6      1      8      3      10     2      1      10     1      10     10     9      8      3      10
Vardas72927         Pavardė72927       8      5      9      3      5      7      9      10     7      10     7      9      1      10     6      1
Vardas72928         Pavardė72928       2      2      1      6      2      9      10     9      6      9      1      2      5      4      7      3
Vardas72929         Pavardė72929       9      6      2      10     5      2      6      1      9      4      5      7      9      7      9      2
Vardas72930         Pavardė72930       8      3      6      3      1      4      6      8      4      1      4      10     6      5      3      3
Vardas72931         Pavardė72931       7      3      7      10     2      10     3      6      9      5      3      5      6      3      10     2
Vardas72932         Pavardė72932       7      3      3      1      1      2      3      6      9      6      4      5      3      10     7      2
Vardas72933         Pavardė72933       7      9      1      7      6      2      2      5      1      6      7      4      9      10     3      7
Vardas72934         Pavardė72934       7      9      8      4      3      7      4      6      8      5      8      4      10     5      4      10
Vardas72935         Pavardė72935       3      5      6      8      10     2      3      6      8      5      9      1      8      6      5      2
Vardas72936         Pavardė72936       1      6      5      7      3      1      5      2      1      6      1      2      9      9      1      1
Vardas72937         Pavardė72937       8      5      7      9      3      1      3      2      6      5      10     9      9      7      7      5
Vardas72938         Pavardė72938       4      5      1      2      9      4      3      7      10     2      4      8      8      7      5      9
Vardas72939         Pavardė72939       6      2      5      1      1      1      3      10     6      7      5      3      5      1      1      5
Vardas72940         Pavardė72940       2      10     8      1      2      7      4      6      1      8      4      6      6      5      9      6
Vardas72941         Pavardė72941       8      9      6      2      4      4      1      3      2      9      5      7      10     8      2      10
Vardas72942         Pavardė72942       5      7      8      1      3      4      10     6      8      2      6      2      3      3      7      4
Vardas72943         Pavardė72943       7      7      3      5      10     10     2      3      10     8      1      2      6      2      6      9
Vardas72944         Pavardė72944       10     3      8      10     7      9      9      10     9      1      5      6      4      7      10     8
Vardas72945         Pavardė72945       10     8      8      2      10     5      7      4      1      5      9      3      8      10     6      10
Vardas72946         Pavardė72946       9      8      9      5      3      9      2      2      4      5      10     10     4      3      3      9
Vardas72947         Pavardė72947       1      3      1      1      8      7      3      6      5      4      6      8      10     10     10     5
Vardas72948         Pavardė72948       1      8      5      2      9      8      5      10     4      7      7      1      7      7      5      9
Vardas72949         Pavardė72949       8      2      10     9      1      3      7      10     5      6      4      10     5      9      6      1
Vardas72950         Pavardė72950       10     6      5      8      5      4      6      6      10     4      4      7      9      3      8      1
Vardas72951         Pavardė72951       3      4      1      3      7      3      5      9      9      9      1      9      1      7      1      1
Vardas72952         Pavardė72952       3      6      6      4      1      7      10     2      10     7      8      5      5      1      1      6
Vardas72953         Pavardė72953       6      8      4      9      3      9      7      5      8      4      8      4      10     10     7      2
Vardas72954         Pavardė72954       10     7      4      4      2      10     7      7      8      9      8      7      1      1      6      6
Vardas72955         Pavardė72955       6      3      8      4      7      6      10     8      4      9      3      1      5      3      2      9
Vardas72956         Pavardė72956       9      10     10     9      8      4      8      1      9      9      7      1      2      4      10     8
Vardas72957         Pavardė72957       1      10     4      7      10     6      4      5      4      8      6      6      6      8      6      6
Vardas72958         Pavardė72958       5      7      7      1      5      10     7      8      3      3      4      4      8      10     5      2
Vardas72959         Pavardė72959       7      10     7      6      1      10     2      1      8      5      6      5      3      7      5      10
Vardas72960         Pavardė72960       6      5      7      10     2      2      9      10     5      1      7      1      10     7      10     6
Vardas72961         Pavardė72961       5      2      7      4      3      10     8      8      8      3      9      6      9      6      2      1
Vardas72962         Pavardė72962       10     8      2      7      2      4      4      8      5      9      2      9      2      8      2      5
Vardas72963         Pavardė72963       7      9      3      2      8      8      3      6      5      5      5      9      2      2      3      7
Vardas72964         Pavardė72964       5      1      8      7      9      5      1      10     5      5      5      9      1      5      5      6
Vardas72965         Pavardė72965       3      10     9      10     10     4      9      9      2      5      9      5      10     4      1      7
Vardas72966         Pavardė72966       6      8      8      3      8      5      1      9      7      10     4      9      3      6      6      2
Vardas72967         Pavardė72967       3      2      9      6      3      1      1      10     9      1      3      4      10     6      10     10
Vardas72968         Pavardė72968       7      5      10     2      10     6      4      2      3      9      8      1      1      1      5      3
Vardas72969         Pavardė72969       4      2      7      5      9      7      3      7      9      9      6      1      6      8      4      1
Vardas72970         Pavardė72970       5      3      5      7      10     5      2      8      4      10     9      5      6      4      5      7
Vardas72971         Pavardė72971       3      6      2      2      10     3      5      4      6      7      3      4      7      8      4      9
Vardas72972         Pavardė72972       4      5      4      4      1      6      5      5      3      10     4      8      2      4      3      5
Vardas72973         Pavardė72973       9      2      5      2      7      8      2      10     4      9      9      10     7      9      6      5
Vardas72974         Pavardė72974       3      8      10     5      8      1      6      8      5      1      9      3      5      5      3      8
Vardas72975         Pavardė72975       10     8      7      8      7      3      9      4      10     3      8      6      3      10     2      8
Vardas72976         Pavardė72976       10     5      4      2      5      9      9      1      7      2      3      10     3      6      3      5
Vardas72977         Pavardė72977       2      6      1      8      7      7      5      6      7      5      6      6      9      7      6      1
Vardas72978         Pavardė72978       2      4      1      8      9      4      1      1      5      10     5      2      1      2      3      10
Vardas72979         Pavardė72979       8      3      10     1      3      2      2      5      3      3      1      2      5      7      9      9
Vardas72980         Pavardė72980       2      10     10     1      10     1      8      2      9      7      9      5      4      9      10     10
Vardas72981         Pavardė72981       1      1      10     10     5      3      10     9      3      4      10     5      3      5      4      1
